source_id,title,publisher,url,pub_date,last_verified,type,status,status_display,note,archived_url
S061,Ranking Member Takano statement on the termination of VASP,House Veterans' Affairs Committee (Democrats),https://democrats-veterans.house.gov/news/press-releases/ranking-member-takano-blasts-trump-administration-for-ending-program-that-helped-veterans-avoid-foreclosure,2025-04,2026-07-26,congressional statement,verified,verified,"Takano: as many as 80,000 veterans and military families stripped of a vital assistance program established to prevent the tragedy of foreclosure",https://web.archive.org/web/20250528022954/https://democrats-veterans.house.gov/news/press-releases/ranking-member-takano-blasts-trump-administration-for-ending-program-that-helped-veterans-avoid-foreclosure
S062,Senate and House VA Committee leaders' statement on passage of the VA home loan legislation,Senate Committee on Veterans' Affairs,https://www.veterans.senate.gov/2025/7/senate-house-va-committee-leaders-statement-on-passage-of-legislation-to-improve-va-home-loan-program,2025-07,2026-07-26,congressional statement,verified,verified,Bipartisan bicameral statement on H.R. 1815: will assist veterans facing financial hardships and provide VA a tool to better help veterans stay in their homes and avoid foreclosure,https://web.archive.org/web/20260313143438/https://www.veterans.senate.gov/2025/7/senate-house-va-committee-leaders-statement-on-passage-of-legislation-to-improve-va-home-loan-program
S063,"Report: More than 10,000 veterans have lost homes since VA changes",ABA Banking Journal,https://bankingjournal.aba.com/2026/04/report-more-than-10000-veterans-have-lost-homes-since-va-changes,2026-04-02,2026-08-10,industry press,verified,verified,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html, evidence.html (2 refs). Title derived from the URL slug, confirm against the page before external citation.  pub_date 2026-04-02 confirmed 2026-08-15 from three agreeing signals on the live page: article:modified_time meta, the byline 'April 2, 2026', and the /2026/04/ url path.",https://web.archive.org/web/20260601212259/https://bankingjournal.aba.com/2026/04/report-more-than-10000-veterans-have-lost-homes-since-va-changes/
S064,Bost home tax,Common Defense,https://commondefense.us/actions/bost-home-tax,,,advocacy campaign,registered-needs-title-and-date,PENDING CITATION,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html, the-script.html (2 refs). Title derived from the URL slug, confirm against the page before external citation.",https://web.archive.org/web/20260521221842/https://commondefense.us/actions/bost-home-tax/
S065,VA Not For Sale - Common Defense,Common Defense,https://commondefense.us/campaign/va-not-for-sale,not dated,2026-08-10,advocacy campaign,verified,verified,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html, the-script.html (2 refs). Title derived from the URL slug, confirm against the page before external citation.  Established 2026-08-15: the live campaign page carries no date-shaped string anywhere. This is a standing campaign landing page, not a dated publication. 'not dated' is the schema sentinel for an ESTABLISHED absence, as opposed to an empty cell meaning nobody has looked.",https://web.archive.org/web/20260125205328/https://commondefense.us/campaign/va-not-for-sale/
S066,GOP Doubles Down on VA Refinancing Fee Hikes; Veterans Demand Course Correction,Common Defense,https://commondefense.us/news/gop-doubles-down-on-va-refinancing-fee-hikes-veterans-demand-course-correction,,2026-08-09,advocacy campaign,verified-needs-date,PENDING DATE,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html (1 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09.",https://web.archive.org/web/20260522014741/https://commondefense.us/news/gop-doubles-down-on-va-refinancing-fee-hikes-veterans-demand-course-correction/
S067,Takano Rejects GOP Push to Make Disabled Veterans Fund Others’ Benefits,House Veterans' Affairs Committee (Minority),https://democrats-veterans.house.gov/news/press-releases/takano-rejects-gop-push-to-make-disabled-veterans-fund-others-benefits,2025-12-03,2026-08-09,committee document,verified,verified,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html, watch.html (2 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09.",https://web.archive.org/web/20260315053333/https://democrats-veterans.house.gov/news/press-releases/takano-rejects-gop-push-to-make-disabled-veterans-fund-others-benefits
S068,Expanding the Mission: The Future of the National Center for Warrior Independence in West LA | Committee Repository,U.S. House of Representatives (Committee Repository),https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=119260,,2026-08-09,hearing record,verified-needs-date,PENDING DATE,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html, evidence.html (2 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09.",https://web.archive.org/web/20260809201050/https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=119260
S069,"“Legislative Hearing on: H.R: 6733, The “VISN Reform Act of 2025”; H.R.6580, The “VA National Formulary Act of 2025”; H.R.6599, The “Leasing and Infrastructure Act of 2025”; H.R.65",U.S. House of Representatives (Committee Repository),https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=119305,,2026-08-09,hearing record,verified-needs-date,PENDING DATE,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html, watch.html (2 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09.",https://web.archive.org/web/20260516125220/https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=119305
S070,VR00 / 20240215,U.S. House of Representatives (Committee Repository),https://docs.house.gov/meetings/VR/VR00/20240215,,,hearing record,registered-needs-title-and-date,PENDING CITATION,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: current-status.html, news.html, timeline.csv, timeline.html, watch.html (5 refs). Title derived from the URL slug, confirm against the page before external citation.",
S071,HHRG 119 VR00 Wstate PrinceT 20260304,U.S. House of Representatives (Committee Repository),https://docs.house.gov/meetings/VR/VR00/20260304/118977/HHRG-119-VR00-Wstate-PrinceT-20260304.pdf,,,hearing record,registered-needs-title-and-date,PENDING CITATION,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html, evidence.html (2 refs). Title derived from the URL slug, confirm against the page before external citation.",https://web.archive.org/web/20260416021421/https://docs.house.gov/meetings/VR/VR00/20260304/118977/HHRG-119-VR00-Wstate-PrinceT-20260304.pdf
S072,HHRG 119 VR00 Wstate DesmondM 20260520,U.S. House of Representatives (Committee Repository),https://docs.house.gov/meetings/VR/VR00/20260520/119305/HHRG-119-VR00-Wstate-DesmondM-20260520.pdf,,,hearing record,registered-needs-title-and-date,PENDING CITATION,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html, the-script.html (2 refs). Title derived from the URL slug, confirm against the page before external citation.",https://web.archive.org/web/20260521023118/https://docs.house.gov/meetings/VR/VR00/20260520/119305/HHRG-119-VR00-Wstate-DesmondM-20260520.pdf
S073,HHRG 119 VR10 Wstate CohenA 20260326,U.S. House of Representatives (Committee Repository),https://docs.house.gov/meetings/VR/VR10/20260326/119104/HHRG-119-VR10-Wstate-CohenA-20260326.pdf,,,hearing record,registered-needs-title-and-date,PENDING CITATION,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html, the-script.html (2 refs). Title derived from the URL slug, confirm against the page before external citation.",https://web.archive.org/web/20260809201249/https://docs.house.gov/meetings/VR/VR10/20260326/119104/HHRG-119-VR10-Wstate-CohenA-20260326.pdf
S074,#195: Addressing The Issues - Secretary Of Veterans Affairs Doug Collins,Green Beret Foundation,https://greenberetfoundation.org/jedburghpodcast/195-addressing-the-issues-secretary-of-veterans-affairs-doug-collins,2026-05-01,2026-08-09,podcast,verified,verified,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html (1 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09.",https://web.archive.org/web/20260809201313/https://greenberetfoundation.org/jedburghpodcast/195-addressing-the-issues-secretary-of-veterans-affairs-doug-collins/
S075,"VA calls for extension of Veteran foreclosure moratorium through Dec. 31, 2024",U.S. Department of Veterans Affairs,https://news.va.gov/press-room/va-calls-for-extension-of-veteran-foreclosure-moratorium-through-dec-31-2024,2024-05-29,2026-08-09,agency press release,verified,verified,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: timeline.csv (1 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09.",https://web.archive.org/web/20260209015455/https://news.va.gov/press-room/va-calls-for-extension-of-veteran-foreclosure-moratorium-through-dec-31-2024/
S076,"MBA Advocacy Update: MAA Advocacy in August Underway; MBA Comments on FTC's Proposed AI Policy Statement, more",Mortgage Bankers Association,https://newslink.mba.org/mba-newslinks/2026/april//advocacy-update,2026-08-07,2026-08-09,industry statement,verified,verified,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html, evidence.html (2 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09.",https://web.archive.org/web/20260616181737/https://newslink.mba.org/mba-newslinks/2026/april/advocacy-update/
S077,Wounded Warrior Project Applauds House Passage of the Briley Edmundson Veterans Benefits Act,Wounded Warrior Project,https://newsroom.woundedwarriorproject.org/2026-05-21-Wounded-Warrior-Project-Applauds-House-Passage-of-Briley-Edmundson-Veterans-Bill,2026-05-21,2026-08-09,organisation statement,verified,verified,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html, the-script.html (2 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09. | Title corrected by hand; the automated cleaner had truncated it.",https://web.archive.org/web/20260607205427/https://newsroom.woundedwarriorproject.org/2026-05-21-Wounded-Warrior-Project-Applauds-House-Passage-of-Briley-Edmundson-Veterans-Bill
S078,2026 05 8 DVO Letter to OIG FINAL,House Veterans' Affairs Committee (Majority),https://republicans-veterans.house.gov/UploadedFiles/2026_05_8__DVO_Letter_to_OIG_FINAL.pdf,,,committee document,registered-needs-title-and-date,PENDING CITATION,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html, watch.html (2 refs). Title derived from the URL slug, confirm against the page before external citation.",
S079,“A Grim March Toward Death”: What HUD’s New Homeless Policy Looks Like on the Ground,Shelterforce,https://shelterforce.org/2026/04/20/what-huds-new-homeless-policy-looks-like-on-the-ground,2026-04-20,2026-08-09,news,verified,verified,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: for-reporters.html (1 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09.",https://web.archive.org/web/20260513115203/https://shelterforce.org/2026/04/20/what-huds-new-homeless-policy-looks-like-on-the-ground/
S080,5887769 watch live doug collins veterans affairs budget senate hearing,The Hill,https://thehill.com/video-clips/5887769-watch-live-doug-collins-veterans-affairs-budget-senate-hearing,,,news,registered-needs-title-and-date,PENDING CITATION,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html, watch.html (2 refs). Title derived from the URL slug, confirm against the page before external citation.",
S081,"Van Orden, Pappas Introduce Bill to Require VA to Provide Timely Equitable Relief for Administrative Errors",Office of Rep. Derrick Van Orden,https://vanorden.house.gov/media/press-releases/van-orden-pappas-introduce-bill-require-va-provide-timely-equitable-relief,2024-04-12,2026-08-09,member press release,verified,verified,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html, watch.html (2 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09.",https://web.archive.org/web/20260809201637/https://vanorden.house.gov/media/press-releases/van-orden-pappas-introduce-bill-require-va-provide-timely-equitable-relief
S082,Kitchen Table Issues: Lowering Costs for Veteran Families Through the VA Home Loan Program (hearing),House Veterans' Affairs Committee,https://veterans.house.gov/calendar/eventsingle.aspx?EventID=7881,2026-03-26,2026-08-10,committee document,verified,verified,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html, watch.html (2 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09. | Live page title is only ""Hearings""; needs the specific hearing name.  pub_date is the HEARING DATE, stated on the page as 'Thursday, March 26, 2026 | 3:00 PM, 360 Cannon'. Confirmed 2026-08-15.",https://web.archive.org/web/20260713031043/https://veterans.house.gov/calendar/eventsingle.aspx?EventID=7881
